"ExternalKey","PromoCode","Name","EventType","StartDate","EndDate","Mechanics","DisplayType","CustomerStatus"
"NVGMYP90000000044248","OREO_24","NOV24_TFP_MDLZ_OREO CRUMBS 454G_BUY 1 RM10.99_TPR 8%","Default","25/11/2024","31/03/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000044254","GRO_24","NOV24_TFP_MDLZ_ROYAL BAKING POWDER_BUY 1 RM5.29_TPR 10%","Default","25/11/2024","31/03/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000044258","GRO_24","NOV24_TFP_MDLZ_BIRD CUSTARD FOIL_BUY 1 RM5.99_TPR 7%","Default","25/11/2024","25/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000044927","MDLZ -DEC24","Ecom promotions DECEMBER 2024 MDLZ","Trade Spend Only","01/12/2024","31/12/2024","TPR only","","Not sent to customer"
"NVGMYP90000000045372","BISC 12","DEC24_AEON_MONDELEZ_OREO DS & OREO RV FS_BUY 1 @ RM3.29_12%_GE_DM","Default","25/11/2024","27/12/2024","Price-Off","Display - Medium","Not sent to customer"
"NVGMYP90000000045375","BISC 12","DEC24_AEON_MONDELEZ_OREO RV MP_BUY 1 @ RM7.29_10%_GE_DM","Default","25/11/2024","27/12/2024","Price-Off","Display - Medium","Not sent to customer"
"NVGMYP90000000045377","BISC 12","DEC24_AEON_MONDELEZ_TIGER MID PACK_BUY 1 @ RM2.49_18%_INSTORE","Default","25/11/2024","27/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000045429","CHOC 12","DEC24_AEON_MONDELEZ_TOB MID BAR_BUY 1 @ RM7.99_19%_GE_DM","Default","01/12/2024","28/12/2024","Price-Off","Display - Medium","Not sent to customer"
"NVGMYP90000000046335","<SELECT>","testing data ","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046340","<SELECT>","Create new event after db changes from prod to UAT ","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046345","<SELECT>","Checking llmit of Objective Notes 2000 characters","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046347","<SELECT>","Testing UAT 3rd Dec 2024","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046353","GE","[UAT 3 dec] - 1224_7E_MDLZ_OREO FS_GE","Trade Spend Only","18/11/2024","23/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP90000000046358","CDMQ4'24","[UAT 3 dec] - 2024_Q4_Store Opening_CDM Mini Bar_MT_7-11","Building Block","08/10/2024","07/01/2025","Others","","Sent for confirmation"
"NVGMYP90000000046359","OREOQ4'24","[UAT 3 dec] - 2024_Q4_Coverage_Oreo HS_MT_7-11","Building Block","08/10/2024","07/01/2025","Others","","Sent for confirmation"
"NVGMYP90000000046370","<SELECT>","Testing UAT 3rd Dec 2024 test copied","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046371","<SELECT>","Testing UAT 3rd Dec 2024 test copied- COPIED","Default","01/12/2024","31/12/2024","Others","","Not sent to customer"
"NVGMYP90000000046375","<SELECT>","Testing UAT 3rd Dec 2024 test copied- COPIED testing","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046392","<SELECT>","Testing event 4 dec ","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046474","<SELECT>","Test Event 6/dec","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046475","Promo code testing","UAT SMOKE TEST Event on Malaysia 06-Dec-2024 TIME:7:28 PM PST","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046481","CMOREQ4'24","[6/12/24] - 2024_Q4_Renovation_Chipsmore Mid Pack_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP90000000046488","99SM09241024","[6/12/24] - 99SM_MDLZ_OREO MINI MP_TPR10%@RM5.90_09241024","Default","06/12/2024","13/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000046582","<SELECT>","9th dec 2024- UAT","Default","09/12/2024","15/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000046585","OREOQ4'24","[uat9/12] - thisyear_q4_coverage_oreo hs_mt_7-11","Building Block","08/10/2024","07/01/2025","Others","","Sent for confirmation"
"NVGMYP90000000046600","OREOQ4'24","[1234] - 2024_Q4_Coverage_Oreo HS_MT_7-11","Building Block","29/10/2024","28/01/2025","Others","","Sent for confirmation"
"NVGMYP90000000046602","ADHOC","[1234] - 0824_7E_MDLZ_ADHOC_OREO HS_B1@RM1.50_ADHOC","Default","29/08/2024","30/09/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP90000000046603","ADHOC","[1234] - 0824_7E_MDLZ_TW_B1@RM1.50_ADHOC","Default","29/08/2024","30/09/2024","Others","Homeshelf","Sent for confirmation"
"NVGMYP90000000046604","Promo code testing","UAT SMOKE TEST Event on Malaysia 09-Dec-2024 TIME:8:50 PM PST","Default","01/12/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
